04/04/2023,APPLE INC.,AAPL,165.59,161.4344996227196706/04/2023
06/04/2023,QURATE RETAIL,QRTEA,0.86,7.25,No,Strong Buy,Empty,743.0
06/04/2023,QURATE RETAIL,QRTEA,0.86,7.25,No,Strong Buy,Empty,743.0
06/04/2023,QURATE RETAIL,QRTEA,0.83,7.25,No,Strong Buy,Empty,773.5
